date,MSFT.Open,MSFT.High,MSFT.Low,MSFT.Close,MSFT.Volume,MSFT.Adjusted,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,ADP.Open,ADP.High,ADP.Low,ADP.Close,ADP.Volume,ADP.Adjusted,ADBE.Open,ADBE.High,ADBE.Low,ADBE.Close,ADBE.Volume,ADBE.Adjusted,AMD.Open,AMD.High,AMD.Low,AMD.Close,AMD.Volume,AMD.Adjusted,IBM.Open,IBM.High,IBM.Low,IBM.Close,IBM.Volume,IBM.Adjusted,ORCL.Open,ORCL.High,ORCL.Low,ORCL.Close,ORCL.Volume,ORCL.Adjusted
2020-02-11,190.649994,190.699997,183.5,184.440002,53159900,180.196335,80.900002,80.974998,79.677498,79.902496,94323200,78.703789,180.25,180.25,177.789993,177.970001,1584200,168.857498,373.029999,373.700012,367.25,369.279999,2004700,369.279999,53.220001,54.48,52.91,53.799999,74719100,53.799999,148.298279,148.393875,146.013382,146.730408,4011515,130.941437,55.169998,55.540001,55.110001,55.150002,8466600,53.20509
2020-02-12,185.580002,185.850006,181.850006,184.710007,47062900,180.460144,80.3675,81.805,80.3675,81.800003,113730400,80.572823,178.690002,180.850006,176.899994,178.029999,2622500,168.914429,370.640015,374.429993,367.149994,374.290009,2355600,374.290009,54.529999,54.849998,53.529999,53.889999,45994900,53.889999,146.988525,148.757172,146.768646,148.479919,4641939,132.502701,55.549999,55.889999,55.25,55.73,7541100,53.764637
2020-02-13,183.080002,186.229996,182.869995,183.710007,35295800,179.483154,81.047501,81.555,80.837502,81.217499,94747600,79.999062,177.470001,180.990005,177.070007,180.110001,1913900,170.887939,372.559998,377.709991,372.390015,374.839996,1917100,374.839996,53.43,55.029999,53.34,54.529999,51640000,54.529999,147.581268,148.021027,146.663483,147.523895,3996452,131.649551,55.310001,55.639999,55.009998,55.310001,8480100,53.359451
2020-02-14,183.25,185.410004,182.649994,185.350006,23149500,181.085403,81.184998,81.495003,80.712502,81.237503,80113600,80.018768,180.160004,181.279999,179.399994,181.25,1566500,171.969559,376.279999,379.829987,375.850006,379.670013,1690300,379.670013,55.189999,55.400002,54.560001,55.310001,52365400,55.310001,147.629059,147.762909,143.183563,144.072662,6379763,128.569702,55.380001,55.84,55.240002,55.470001,7496800,53.513805
2020-02-18,185.610001,187.699997,185.5,187.229996,27792200,182.922119,78.839996,79.9375,78.652496,79.75,152531200,78.553574,181.360001,182.320007,179.740005,179.929993,1512200,170.717148,380.200012,382.589996,378.589996,378.850006,2074400,378.850006,54.939999,58.130001,54.84,56.889999,70133200,56.889999,143.202682,144.722748,143.05928,144.455063,3496778,128.910934,55.419998,55.759998,55.099998,55.450001,7185700,53.494507
2020-02-19,188.059998,188.179993,186.470001,187.279999,29997500,183.470749,80,81.142502,80,80.904999,93984000,79.691246,180.5,181.740005,180.190002,181.25,1651500,171.969559,383.829987,385,381.480011,383.279999,2580400,383.279999,57.990002,59.27,57.509998,58.900002,58597300,58.900002,144.875717,145.210327,143.699814,144.225616,2858613,128.706177,55.59,55.77,55.389999,55.439999,6819200,53.484859
2020-02-20,186.949997,187.25,181.100006,184.419998,36862400,180.668915,80.657501,81.162498,79.552498,80.074997,100566000,78.873711,180.669998,181.75,178.5,180.770004,1501600,171.514145,384,386.75,373.480011,378.959991,3789300,378.959991,58.439999,59.02,56.150002,57.27,74203400,57.27,144.177826,144.952194,142.934998,144.569794,3013003,129.013321,55.400002,55.869999,54.880001,55.509998,6114600,53.552395
2020-02-21,183.169998,183.5,177.25,178.589996,48572600,174.957489,79.654999,80.112503,77.625,78.262497,129554000,77.088394,179.800003,180.429993,177.350006,178.580002,3538400,169.436279,378.019989,378.339996,368.75,372.950012,2742800,372.950012,56.709999,56.799999,52.889999,53.279999,88271100,53.279999,144.397705,144.397705,142.294449,143.250473,3699597,127.835999,55.080002,55.34,54.439999,54.68,9078600,52.751663
2020-02-24,167.770004,174.550003,163.229996,170.889999,68311100,167.414093,74.315002,76.044998,72.307503,74.544998,222195200,73.426674,175.779999,177.179993,173.899994,174.539993,2084100,165.603119,355.390015,363.459991,349,357.410004,3924000,357.410004,48.18,50.279999,47.490002,49.119999,86624100,49.119999,139.110901,141.5392,138.986618,139.990433,5703210,124.92672,53.099998,53.529999,52.509998,52.650002,10992500,50.793255
2020-02-25,174.199997,174.839996,167.649994,168.070007,68073300,164.651489,75.237503,75.6325,71.532501,72.019997,230673600,70.939537,174.649994,175.490005,166.899994,167.179993,2606400,158.61998,361,363.970001,346.279999,347.799988,4188100,347.799988,51.139999,51.240002,47.119999,47.57,88699400,47.57,140.066925,140.602295,135.047806,135.478012,6497229,120.899864,53.07,53.220001,50.799999,50.959999,12202600,49.162849
2020-02-26,169.710007,173.259995,168.210007,170.169998,56206100,166.708755,71.6325,74.470001,71.625,73.162498,198054800,72.064919,169,170.800003,166.229996,166.330002,2319700,157.813538,349.399994,360.070007,348.600006,351.339996,3489700,351.339996,47.700001,49.290001,47.07,47.490002,86378400,47.490002,136.615677,137.72467,133.4608,133.604202,5656663,119.227699,51.310001,53.139999,51.240002,52.049999,16413100,50.214413
2020-02-27,163.320007,167.029999,157.979996,158.179993,93174900,154.962631,70.275002,71.5,68.239998,68.379997,320605600,67.354156,164.059998,165.970001,157.460007,157.529999,2843300,149.464066,340,352.23999,337.269989,337.519989,4737700,337.519989,45.380001,46.240002,42.209999,44.009998,106416200,44.009998,131.20459,132.59082,127.160614,127.25621,8808471,113.56279,50.880001,53.459999,50.759998,50.779999,16161100,48.989204
2020-02-28,152.410004,163.710007,152,162.009995,97012700,158.714752,64.315002,69.602501,64.092499,68.339996,426510000,67.314751,153.410004,159.449997,150.529999,154.740005,4583100,146.816925,324.420013,345.459991,324,345.119995,6463400,345.119995,41.360001,46.150002,41.040001,45.48,100331800,45.48,124.263863,125.32505,120.803062,124.426384,13607832,111.03746,49.240002,49.889999,47.900002,49.459999,24426000,47.715755
