date,MSFT.Open,MSFT.High,MSFT.Low,MSFT.Close,MSFT.Volume,MSFT.Adjusted,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,ADP.Open,ADP.High,ADP.Low,ADP.Close,ADP.Volume,ADP.Adjusted,ADBE.Open,ADBE.High,ADBE.Low,ADBE.Close,ADBE.Volume,ADBE.Adjusted,AMD.Open,AMD.High,AMD.Low,AMD.Close,AMD.Volume,AMD.Adjusted,IBM.Open,IBM.High,IBM.Low,IBM.Close,IBM.Volume,IBM.Adjusted,ORCL.Open,ORCL.High,ORCL.Low,ORCL.Close,ORCL.Volume,ORCL.Adjusted
2020-06-24,201.600006,203.25,196.559998,197.839996,36740600,194.355743,91.25,92.197502,89.629997,90.014999,192623200,88.904594,148.889999,149.589996,144.279999,144.839996,1837000,139.085129,440,442.670013,427.470001,431.679993,3329400,431.679993,53.939999,54.740002,51.919998,52.389999,53535500,52.389999,113.116638,113.116638,110.783936,111.300194,7061546,100.655777,55.119999,55.68,54.330002,54.439999,18287400,52.769634
2020-06-25,197.800003,200.610001,195.470001,200.339996,27803900,196.811752,90.175003,91.25,89.392502,91.209999,137522400,90.084846,144.5,147.710007,143.839996,147.449997,1156200,141.591415,430.01001,437.98999,427.579987,436.950012,2275200,436.950012,52.560001,52.700001,50.540001,51.93,51129600,51.93,111.625237,113.967499,110.994263,113.79541,6412608,102.912354,54.400002,54.59,53.540001,54.529999,16008700,52.856865
2020-06-26,199.729996,199.889999,194.880005,196.330002,54675800,192.87236,91.102501,91.330002,88.254997,88.407501,205256800,87.31694,147.259995,147.449997,143.910004,144.720001,2566900,138.969894,436,438.179993,424.709991,426.920013,3829700,426.920013,51.849998,51.950001,49.450001,50.099998,65485700,50.099998,113.059273,113.757172,111.147224,112.036331,11244605,101.321503,54.349998,54.59,53.630001,54.18,17969400,52.517605
2020-06-29,195.779999,198.529999,193.550003,198.440002,26701600,194.945175,88.3125,90.542503,87.82,90.445,130646000,89.3293,146.259995,147,144.229996,146.380005,1025000,140.563934,427.109985,428.480011,416.029999,424.200012,2623900,424.200012,50.150002,50.279999,48.419998,50.279999,49905800,50.279999,112.791588,114.512428,112.208412,114.483749,4350837,103.534859,54.23,54.959999,53.849998,54.759998,14366900,53.079811
2020-06-30,197.880005,204.399994,197.740005,203.509995,34310300,199.925888,90.019997,91.495003,90,91.199997,140223200,90.074982,147.449997,149.570007,146.100006,148.889999,1656000,142.974182,426.679993,436.910004,423.859985,435.309998,2944700,435.309998,51.16,52.77,50.82,52.610001,42275700,52.610001,113.948372,115.86998,113.766731,115.458893,4099797,104.416733,54.799999,55.439999,54.5,55.27,18885900,53.574162
2020-07-01,203.139999,206.350006,201.770004,204.699997,32061200,201.09494,91.279999,91.839996,90.977501,91.027496,110737200,89.904602,149.220001,150.449997,148.630005,149.110001,1381300,143.185425,434.799988,442.049988,433.619995,439.809998,2581700,439.809998,52.630001,52.869999,51.599998,52.580002,32370900,52.580002,114.980881,115.898659,113.164436,113.326958,4869967,102.488693,54.689999,55.880001,54.68,55.490002,17856800,53.787418
2020-07-02,205.679993,208.020004,205,206.259995,29315800,202.627457,91.962502,92.6175,90.910004,91.027496,114041600,89.904602,150.809998,152.130005,149.960007,150.539993,1216800,144.558609,445,448.160004,441.359985,442.950012,2503000,442.950012,53.029999,53.189999,52.049999,52.34,29081400,52.34,114.426384,116.080307,114.015297,114.435944,3919362,103.491623,55.790001,56.43,55.650002,55.939999,15478900,54.223602
2020-07-06,208.830002,211.130005,208.089996,210.699997,31897600,206.989273,92.5,93.945,92.467499,93.462502,118655600,92.30957,152.440002,152.660004,150.059998,150.729996,1469700,144.741074,448,455.529999,444.690002,452.589996,2761200,452.589996,52.900002,53.52,52.330002,53.400002,36769400,53.400002,115.917786,116.491394,114.206497,114.904396,4231488,103.915268,56.200001,56.830002,56.16,56.599998,15309700,54.863358
2020-07-07,210.449997,214.669998,207.990005,208.25,33600700,204.582413,93.852501,94.654999,93.057503,93.172501,112424400,92.023163,149.979996,150.990005,146.710007,147,1298900,141.159271,452.589996,459.440002,448.720001,449.359985,2684600,449.359985,53.279999,54.169998,52.860001,52.93,32153100,52.93,113.766731,114.254303,112.170174,112.40918,4474893,101.658691,56.349998,56.950001,56.220001,56.310001,13232100,54.582253
2020-07-08,210.070007,213.259995,208.690002,212.830002,33600000,209.081787,94.18,95.375,94.089996,95.342499,117092000,94.166382,147,148.220001,146.270004,148.100006,1291900,142.215591,453.76001,458.23999,452,457.679993,1999200,457.679993,53.009998,53.470001,52.07,53.43,35608300,53.43,112.868073,113.422562,111.357552,112.533463,5431669,101.771072,56.630001,56.68,55.990002,56.66,12582200,54.921516
2020-07-09,216.330002,216.380005,211.470001,214.320007,33121700,210.545517,96.262497,96.317497,94.672501,95.752502,125642800,94.571327,147.580002,147.580002,144.110001,145.729996,1347100,139.939743,460.440002,463.799988,451.880005,460.839996,2269800,460.839996,53.52,57.580002,53.310001,57.259998,87216300,57.259998,112.810707,112.810707,110.133842,110.621414,4982098,100.041908,56.990002,57.799999,56.82,57.529999,15692600,55.764816
2020-07-10,213.619995,214.080002,211.080002,213.669998,26177600,209.906967,95.334999,95.980003,94.705002,95.919998,90257200,94.736763,145,147.300003,144.630005,147.169998,928500,141.322525,460.829987,467.209991,455.480011,466.200012,3676200,466.200012,57.540001,58.150002,55.509998,55.880001,59839700,55.880001,110.420647,113.355644,110.219887,113.145317,4482842,102.324432,57.470001,57.52,56.689999,57.389999,12615800,55.62912
2020-07-13,214.479996,215.800003,206.5,207.070007,38135600,203.423203,97.264999,99.955002,95.2575,95.477501,191649200,94.299706,147.5,149.130005,145.070007,145.479996,1576900,139.699677,469.769989,470.609985,440.640015,442.470001,3480700,442.470001,56.68,58.349998,53.380001,53.59,57741800,53.59,114.512428,115.669212,113.441681,113.957932,4864632,103.059319,57.400002,57.84,56.970001,57.009998,15965600,55.260773
2020-07-14,206.130005,208.850006,202.029999,208.350006,37591800,204.680664,94.839996,97.254997,93.877502,97.057503,170989200,95.860222,142.679993,145.589996,142.110001,145.479996,2524600,139.699677,435.73999,437.209991,416.290009,433.779999,5666700,433.779999,53.299999,54.860001,52.259998,54.720001,54890100,54.720001,113.403442,115.573616,112.734222,115.296364,4742982,104.26976,56.669998,57.290001,56.48,57.200001,15510300,55.679348
2020-07-15,209.559998,211.330002,205.029999,208.039993,32179400,204.376114,98.989998,99.247498,96.489998,97.724998,153198000,96.519501,145.940002,149.300003,145.759995,148.600006,1675100,142.695709,434.910004,439.630005,428.730011,433.01001,2566200,433.01001,54.959999,55.369999,53.59,55.34,42360300,55.34,117.017204,118.508606,116.778206,117.59082,4679176,106.344772,57.419998,57.84,56.380001,56.619999,10570800,55.114769
2020-07-16,205.399994,205.699997,202.309998,203.919998,29940700,200.328659,96.5625,97.404999,95.904999,96.522499,110577600,95.331825,147.339996,147.660004,145.380005,146.179993,1199800,140.371872,428.429993,430.589996,418.51001,426.290009,2677700,426.290009,54.68,55.150002,53.740002,54.919998,36887100,54.919998,117.284897,119.005737,116.787766,118.556404,4530121,107.21801,56.419998,56.490002,55.580002,55.82,8779300,54.336025
2020-07-17,204.470001,205.039993,201.389999,202.880005,31635300,199.306992,96.987503,97.147499,95.839996,96.327499,92186800,95.139236,147.259995,148.399994,145.809998,147.600006,1050300,141.735458,428.119995,433.5,423.700012,432.420013,2568200,432.420013,55.310001,55.810001,54.68,55.040001,34710400,55.040001,118.919693,120.105164,117.782028,119.608032,4167892,108.169075,56.080002,56.119999,54.759998,54.900002,14344800,53.440491
2020-07-20,205,212.300003,203.009995,211.600006,36884800,207.873413,96.417503,98.5,96.0625,98.357498,90318000,97.144188,147.580002,148.309998,145.660004,147.449997,1246600,141.591415,434.059998,456.890015,433,455.269989,3512500,455.269989,55.23,57.529999,54.830002,57.459999,45034300,57.459999,120.52581,121.481834,119.636711,120.812622,10384374,109.258453,54.880001,55.52,54.689999,55.400002,11469300,53.9272
2020-07-21,213.660004,213.940002,208.029999,208.75,37990400,205.073608,99.172501,99.25,96.7425,97,103433200,95.803429,147.860001,149.339996,146.429993,147.100006,1157700,141.255325,456.070007,456.98999,441.75,444.279999,2027600,444.279999,57.810001,58.5,56.32,57,44741000,57,125.391968,126.357552,120.267685,120.516251,16063004,108.990433,55.799999,56.34,55.580002,55.91,11875100,54.423637
2020-07-22,209.199997,212.300003,208.389999,211.75,49605700,208.020752,96.692497,97.974998,96.602501,97.272499,89001600,96.072563,148.199997,148.199997,146.740005,147.679993,1096100,141.812256,447.549988,449.369995,441.76001,445.049988,1400300,445.049988,57.07,62,56.970001,61.790001,135159400,61.790001,120.363289,123.776291,120.267685,123.011475,8572388,111.247017,55.700001,56.18,55.700001,56.009998,13842400,54.520977
2020-07-23,207.190002,210.919998,202.149994,202.539993,67457000,198.972961,96.997498,97.077499,92.010002,92.845001,197004400,91.699684,147.570007,148.970001,146.279999,146.970001,1055900,141.130478,445.040009,448.809998,430.299988,431.73999,2313900,431.73999,61.630001,62.330002,58.630001,59.57,106829100,59.57,123.422562,123.680687,121.558319,121.7304,4414225,110.088455,56,56.360001,55.599998,55.759998,12576000,54.27763
2020-07-24,200.419998,202.860001,197.509995,201.300003,39827000,197.754822,90.987503,92.970001,89.144997,92.614998,185438800,91.472534,147.580002,148,144.899994,145.429993,988300,139.651672,425,435,423.440002,430.309998,1900800,430.309998,64.18,69.940002,64.050003,69.400002,205314500,69.400002,120.917786,122.036331,119.980881,120.258125,3693531,108.756989,55.470001,56.040001,55.259998,55.650002,8939700,54.170555
2020-07-27,201.470001,203.970001,200.860001,203.850006,30160900,200.259903,93.709999,94.904999,93.480003,94.809998,121214000,93.64045,145.25,146.639999,144.160004,145.720001,1432600,139.930115,431.769989,438.359985,431.01001,437.100006,1622000,437.100006,69.279999,71.629997,67.790001,68.970001,107918100,68.970001,119.369026,120.764816,119.225624,120.659653,3905136,109.12011,55.66,55.950001,55.32,55.34,10319600,53.868793
2020-07-28,203.610001,204.699997,201.740005,202.020004,23251400,198.462143,94.3675,94.550003,93.247498,93.252502,103625600,92.102165,145.850006,147.800003,145.369995,146.649994,2038100,140.823196,436.829987,438.26001,431.329987,432.26001,1463400,432.26001,68.099998,69.800003,67.019997,67.610001,94181400,67.610001,120.286804,120.783936,118.690247,118.996178,4370397,107.615715,55.25,55.740002,55.200001,55.349998,13030100,53.878529
2020-07-29,202.5,204.649994,202.009995,204.059998,19632600,200.466217,93.75,95.230003,93.712502,95.040001,90329200,93.867622,139.929993,141.350006,135.350006,137.119995,5228500,131.671844,435.160004,440.480011,435.040009,436.299988,1489300,436.299988,75.5,77.190002,73.900002,76.089996,132969700,76.089996,119.082214,120.449333,118.61377,119.808792,2963109,108.350632,55.560001,55.900002,55.349998,55.700001,7242700,54.219223
2020-07-30,201,204.460007,199.570007,203.899994,25079600,200.309036,94.1875,96.297501,93.767502,96.190002,158130000,95.003418,134.270004,134.740005,132.270004,132.889999,8449300,127.609901,429.980011,440.5,426.809998,438.880005,1449000,438.880005,75.370003,78.959999,75.07,78.199997,80286900,78.199997,118.2696,118.451241,116.290634,117.495216,4171553,106.258316,55,55.48,54.889999,55.25,7633200,53.781189
2020-07-31,204.399994,205.100006,199.009995,205.009995,51044000,201.39946,102.885002,106.415001,100.824997,106.260002,374336800,104.949211,133.660004,134.529999,129.839996,132.910004,3408400,127.629135,441.980011,444.440002,434.799988,444.320007,2034000,444.320007,78.669998,78.959999,75.360001,77.43,71621600,77.43,117.313576,117.581261,115.764816,117.533463,5519847,106.2929,55,55.470001,54.330002,55.450001,9355800,53.975872
2020-08-03,211.520004,217.639999,210.440002,216.539993,78983000,212.726395,108.199997,111.637497,107.892502,108.9375,308151200,107.593681,133.360001,134.990005,132.220001,134.460007,2962200,129.117538,449.839996,450.73999,442.279999,447.970001,2075200,447.970001,78.190002,78.5,77.059998,77.669998,42628800,77.669998,118.068832,118.938812,116.778206,118.843208,3688301,107.477386,55.779999,56.09,55.490002,55.98,9164900,54.491779
2020-08-04,214.169998,214.770004,210.309998,213.289993,49280100,209.533646,109.1325,110.790001,108.387497,109.665001,173071600,108.312195,133.949997,136.789993,133.940002,136.740005,2415100,131.306946,448.26001,449.079987,440.700012,446.920013,2622600,446.920013,78.029999,85.809998,77.989998,85.040001,155676100,85.040001,118.374763,120.32505,118.374763,120.305923,3625541,108.800217,55.779999,56.009998,55.529999,56,6364300,54.51125
2020-08-05,214.899994,215,211.570007,212.940002,28806400,209.189804,109.377502,110.392502,108.897499,110.0625,121776800,108.704803,136.600006,138.240005,134.509995,134.770004,2362800,129.415207,449.089996,454.040009,446.350006,449.51001,2353100,449.51001,84.959999,86.32,83.32,85.309998,65642600,85.309998,121.156792,121.175911,119.13002,119.933075,3786102,108.463028,56.32,56.32,55.380001,55.5,6629000,54.024544
2020-08-06,212.339996,216.369995,211.550003,216.350006,32656800,212.539764,110.404999,114.412498,109.797501,113.902496,202428800,112.497421,134.470001,136.960007,134.449997,136.520004,2158300,131.095673,451.350006,464.369995,449.130005,464.109985,2362000,464.109985,85.489998,86.980003,84.779999,86.709999,53961700,86.709999,119.502869,120.707458,119.502869,120.573616,3574287,109.042305,55.490002,55.599998,54.939999,55.279999,8169600,53.81039
2020-08-07,214.850006,215.699997,210.929993,212.479996,27820400,208.737915,113.205002,113.675003,110.292503,111.112503,198045600,109.939713,136.979996,138.979996,136.630005,137.990005,3090800,132.507278,460.869995,461.790009,445.089996,449.570007,3289700,449.570007,86.669998,87.290001,82.669998,84.849998,66543200,84.849998,118.068832,119.569794,117.791588,119.46463,3818946,109.453987,55.009998,55.240002,54.759998,55.23,8772300,53.761719
2020-08-10,211.669998,211.880005,206.350006,208.25,36716500,204.582413,112.599998,113.775002,110,112.727501,212403600,111.537659,137.880005,138.869995,136.429993,138.169998,2507900,132.68013,450.369995,451.130005,436.5,443.290009,1836800,443.290009,85.050003,85.160004,79.32,82.239998,70536100,82.239998,119.904396,121.644356,119.67495,121.520073,4150842,111.337181,55.240002,55.619999,54.880001,54.939999,10046900,53.479431
2020-08-11,207.160004,207.649994,203.139999,203.380005,36446500,199.798218,111.970001,112.482498,109.107498,109.375,187902400,108.220558,137.910004,140.039993,136.789993,138.100006,2412500,132.612915,440.26001,444.480011,431.589996,435.230011,1900200,435.230011,80.709999,80.709999,76.099998,76.879997,77877700,76.879997,123.097511,124.732315,121.042068,121.175911,5231255,111.021866,55.240002,55.459999,54.139999,54.27,8075100,52.82724
2020-08-12,205.289993,210.279999,204.75,209.190002,28013100,205.505875,110.497498,113.275002,110.297501,113.010002,165598000,111.817177,138.860001,140.279999,138.669998,139.580002,2686100,134.034073,437.369995,447.929993,437.369995,445.359985,2223700,445.359985,78.43,82.879997,77.550003,82.610001,88513700,82.610001,121.998085,122.170174,120.34417,121.128105,3692066,110.978065,54.52,54.700001,53.970001,54.169998,9068200,52.729897
2020-08-13,209.440002,211.350006,208.149994,208.699997,22588900,205.02449,114.43,116.042503,113.927498,115.010002,210082000,113.796082,139.029999,140.539993,138.990005,139.259995,2363900,133.726791,446.070007,455.899994,446.070007,450.019989,2028000,450.019989,82.879997,84.019997,81.540001,81.839996,57407400,81.839996,120.420647,120.831741,119.282982,119.531548,3317180,109.515289,53.91,54.200001,53.68,54.02,8260300,52.583889
2020-08-14,208.759995,209.589996,207.509995,208.899994,17958900,205.220963,114.830002,115,113.044998,114.907501,165565200,113.694656,139.259995,140.100006,137.970001,138.960007,2214900,133.438736,451.390015,452.809998,444.429993,447.600006,1111000,447.600006,81.809998,83.239998,80.879997,81.300003,42389500,81.300003,118.738052,120.038239,118.4608,119.760994,3099716,109.72551,54.029999,54.560001,53.77,54.200001,5454400,52.759106
2020-08-17,209.600006,211.190002,208.919998,210.279999,20184800,206.576675,116.0625,116.087502,113.962502,114.607498,119561600,113.397827,139.25,140.740005,139.089996,139.660004,1559000,134.110916,450,456.100006,449.200012,451.579987,1555700,451.579987,82.089996,83.059998,81.550003,82.419998,31450200,82.419998,119.741875,120.066925,118.938812,118.967499,3514665,108.998512,54.200001,54.389999,53.66,53.990002,9523700,52.554688
2020-08-18,210.529999,212.360001,209.210007,211.490005,21336200,207.76535,114.352501,116,114.0075,115.5625,105633600,114.342743,140.5,140.789993,138.940002,139.949997,2078000,134.389389,454.790009,464.5,452.839996,463.51001,2097700,463.51001,82.800003,82.879997,81.029999,81.660004,30970500,81.660004,119.502869,119.980881,118.776291,119.426384,3014990,109.418938,55.619999,56.93,54.869999,55.18,21102600,53.713051
2020-08-19,211.490005,212.100006,209.25,209.699997,27627600,206.504852,115.982498,117.162498,115.610001,115.707497,145538000,114.486206,139.889999,140.509995,138.220001,138.899994,1478900,133.381119,464.290009,468.109985,457.589996,462.01001,2439200,462.01001,81.779999,81.849998,80.449997,81.089996,37507400,81.089996,119.340347,119.980881,118.068832,118.393883,3916119,108.472954,55.580002,56.799999,55.459999,56.200001,16751500,54.705929
2020-08-20,209.539993,215,208.910004,214.580002,26981500,211.310516,115.75,118.392502,115.732498,118.275002,126907200,117.026611,137.589996,139.479996,137.360001,139.149994,1310300,133.621201,460.98999,479.799988,458.890015,478.480011,2485000,478.480011,79.739998,82.839996,79.120003,82.769997,42948900,82.769997,117.782028,118.585083,117.40918,117.734222,2679015,107.868584,55.59,55.810001,55.09,55.259998,10974800,53.790916
2020-08-21,213.860001,216.25,212.850006,213.020004,36249300,209.774261,119.262497,124.8675,119.25,124.370003,338054800,123.057289,139.050003,139.050003,137.100006,138.080002,1795700,132.593704,477.089996,477.279999,470.339996,473.220001,2645600,473.220001,83.290001,84.410004,82.230003,83.809998,48280300,83.809998,117.60038,118.049713,116.931168,117.74379,3540815,107.877335,55.380001,55.450001,54.73,55.189999,9552000,53.722775
2020-08-24,214.789993,215.520004,212.429993,213.690002,25460100,210.434067,128.697495,128.785004,123.9375,125.857498,345937600,124.529076,138.630005,140.720001,137.630005,140.660004,1387600,135.071213,478.140015,480.019989,469.519989,476.299988,1840500,476.299988,84.550003,85.330002,82.550003,83.080002,38036100,83.080002,118.346077,120.516251,117.93499,120.152962,4258057,110.084641,55.759998,56.110001,55.439999,56.009998,7892100,54.520977
2020-08-25,213.100006,216.610001,213.100006,216.470001,23043700,213.171722,124.697502,125.18,123.052498,124.824997,211495600,123.507484,141.080002,142.850006,140.160004,141.059998,1917300,135.455276,476.670013,484.649994,474.429993,484.429993,3967400,484.429993,83.360001,86.620003,82.349998,86.349998,49234400,86.349998,120.458893,121.242828,119.015297,119.158699,3114674,109.173683,56.150002,56.75,56.02,56.09,7427000,54.598858
2020-08-26,217.880005,222.089996,217.360001,221.149994,39600800,217.78038,126.18,126.9925,125.082497,126.522499,163022400,125.187057,141.020004,141.869995,139.070007,139.610001,1804100,134.062912,496.950012,533.700012,492.230011,528.48999,7780300,528.48999,86.970001,87.720001,85.199997,86.019997,47157300,86.019997,119.45507,119.617592,118.499046,118.709366,3544162,108.762009,56.34,57.490002,56.060001,57.490002,11597600,55.961639
2020-08-27,222.889999,231.149994,219.399994,226.580002,57602200,223.12767,127.142502,127.485001,123.832497,125.010002,155552400,123.690536,141.490005,142.460007,140.029999,141.009995,1738100,135.407257,519.01001,523.320007,504.459991,510.320007,3631800,510.320007,86.349998,86.580002,82.940002,83.800003,42194200,83.800003,119.120461,119.598473,118.527725,119.168259,3580144,109.182442,57.450001,58.450001,56.580002,57.18,15834700,55.659878
2020-08-28,228.179993,230.639999,226.580002,228.910004,26292900,225.42215,126.012497,126.442497,124.577499,124.807503,187630000,123.490158,140.940002,141.440002,139.380005,141.339996,1079200,135.724167,512.330017,518.799988,510.940002,516.440002,1926300,516.440002,84.300003,86.040001,84.190002,85.550003,40723300,85.550003,119.46463,119.789673,118.757172,119.569794,3242182,109.550339,57.330002,58.16,57.209999,57.880001,8613800,56.34127
2020-08-31,227,228.699997,224.309998,225.529999,28774200,222.093658,127.580002,131,126,129.039993,225702700,127.678009,140.809998,140.960007,138.360001,139.089996,2893600,133.563568,513.859985,516.72998,507.769989,513.390015,2346700,513.390015,85.050003,92.639999,85.050003,90.82,90655900,90.82,119.741875,119.741875,117.619499,117.887192,5049983,108.00872,57.130001,57.759998,57.040001,57.220001,18683500,55.698814
2020-09-01,225.509995,227.449997,224.429993,227.270004,25725500,223.807144,132.759995,134.800003,130.529999,134.179993,151948100,132.763733,138.789993,138.869995,137.350006,138.529999,1615700,133.025803,515,528.539978,514.47998,527.950012,2404000,527.950012,91.919998,92.510002,90.190002,92.18,55825600,92.18,117.447418,118.499046,116.778206,117.973228,3300444,108.087555,57.369999,58.009998,57.080002,57.66,10169500,56.127117
2020-09-02,227.970001,232.860001,227.350006,231.649994,34080800,228.120407,137.589996,137.979996,127,131.399994,200119000,130.013092,138.179993,143.050003,137.5,142.479996,2220000,136.818848,536.25,536.880005,521.409973,533.799988,2783400,533.799988,94.010002,94.279999,88.739998,90.220001,50366900,90.220001,118.27916,123.040154,118.145317,122.543022,6895650,112.274414,57.720001,59.32,57.720001,59.029999,14342800,57.460697
2020-09-03,229.270004,229.309998,214.960007,217.300003,58400300,213.989044,126.910004,128.839996,120.5,120.879997,257599600,119.604111,142.929993,144.25,137.720001,139.139999,2033400,133.611572,526.039978,527.630005,493.420013,507.799988,5837600,507.799988,87.839996,88.470001,81.589996,82.540001,87462700,82.540001,122.552582,124.235184,118.212234,118.977058,5979773,109.007271,58.720001,58.990002,56.650002,57.099998,15387400,55.582001
2020-09-04,215.100006,218.360001,205.190002,214.25,59664100,210.985535,120.07,123.699997,110.889999,120.959999,332607200,119.683281,139.220001,141.729996,137.5,138.529999,2924200,133.025803,504.649994,511.350006,471.709991,491.940002,3900300,491.940002,81.449997,84.389999,76.330002,82.010002,82267800,82.010002,118.881454,119.837479,115.908218,116.921608,6295037,107.124054,56.880001,57.27,55.16,55.73,14697200,54.248428
2020-09-08,206.5,210.029999,202.199997,202.660004,52924300,199.572128,113.949997,118.989998,112.68,112.82,231366600,111.629189,136.479996,137.850006,134.800003,135.889999,2618000,130.490707,471.890015,481.480011,461.179993,462.130005,4533100,462.130005,78.050003,81.879997,78,78.690002,54955700,78.690002,116.787766,117.466537,115.401527,115.879539,5449974,106.169312,55.349998,55.790001,54.869999,55.32,16472800,53.849327
2020-09-09,207.600006,214.839996,206.699997,211.289993,45679000,208.070618,117.260002,119.139999,115.260002,117.32,176940500,116.081688,136.679993,138.529999,135.119995,137.259995,1961800,131.806259,473.910004,483.48999,462.480011,479.459991,3312100,479.459991,81.400002,82.440002,79.279999,81.910004,54163900,81.910004,116.759079,118.26004,115.956024,116.883362,3944152,107.08902,56.16,57.400002,55.860001,56.950001,13993200,55.435993
2020-09-10,213.399994,214.740005,204.110001,205.369995,35461500,202.240845,120.360001,120.5,112.5,113.489998,182274400,112.292114,136.429993,136.720001,131.279999,131.899994,2463700,127.504547,491.149994,501.850006,473.5,476.26001,4248100,476.26001,83.07,83.309998,78.379997,78.980003,51499400,78.980003,117.141495,118.145317,114.952202,115.258125,4161406,105.59996,57.439999,58.18,56.75,57.330002,20500900,55.805889
2020-09-11,207.199997,208.630005,201.240005,204.029999,33620100,200.921265,114.57,115.230003,110,112,180860300,110.817848,132.5,133.800003,131.380005,133.440002,1862200,128.99324,487.079987,489.410004,464.480011,471.350006,4414200,471.350006,79.82,79.989998,75.040001,76.339996,54763000,76.339996,116.051628,117.304016,115.420647,116.118546,3711313,106.388275,60.709999,61.860001,56.869999,57,40220600,55.484665
2020-09-14,204.240005,209.199997,204.029999,205.410004,30375800,202.280228,114.720001,115.93,112.800003,115.360001,140150100,114.14238,134.649994,137.279999,134.320007,136.570007,4143000,132.018967,484.98999,490.440002,476.869995,485.910004,4463800,485.910004,76.800003,78.82,76.260002,77.900002,47448700,77.900002,116.978966,117.954109,116.405357,116.72084,3809009,106.940117,60.860001,61.5,59.349998,59.459999,50107400,57.879269
2020-09-15,208.419998,209.779999,206.929993,208.779999,21823900,205.598877,118.330002,118.830002,113.610001,115.540001,184642000,114.32048,137.089996,138.100006,136.149994,136.970001,2034300,132.405609,493.73999,499.690002,491.48999,497.670013,5682400,497.670013,77.660004,80.330002,75.970001,78.93,57874400,78.93,117.418739,117.973228,116.864243,117.05545,3049299,107.246689,60.009998,61.68,59.389999,60.939999,30385600,59.319923
2020-09-16,210.619995,210.649994,204.639999,205.050003,26328100,201.92572,115.230003,116,112.040001,112.129997,154679000,110.946472,137.619995,140.139999,137.160004,137.710007,1512900,133.120972,505.5,505.5,475.5,476,8462600,476,79.349998,79.720001,76.540001,76.660004,38393500,76.660004,117.313576,120.286804,117.313576,118.757172,3962666,108.805801,61.119999,61.389999,59.650002,60.43,21223300,58.823479
2020-09-17,200.050003,204.330002,199.960007,202.910004,34011300,199.818329,109.720001,112.199997,108.709999,110.339996,178011000,109.175362,134.770004,137.970001,134.199997,137.869995,1575300,133.27562,464.440002,475.170013,460.5,474.299988,4560800,474.299988,74.879997,76.629997,74.199997,76.550003,55619100,76.550003,117.227531,120.028679,116.606117,119.426384,3317180,109.418938,59.419998,60.610001,59,60.18,22831200,58.580124
2020-09-18,202.800003,203.649994,196.25,200.389999,55225300,197.3367,110.400002,110.879997,106.089996,106.839996,287104900,105.712296,137.770004,137.880005,133.869995,135.089996,3148600,130.588272,477.399994,478.339996,452.519989,467.549988,7182300,467.549988,77,77.400002,73.849998,74.93,51082900,74.93,118.79541,119.426384,117.25621,117.361374,5639614,107.52697,59.98,60.290001,59.43,59.75,49311700,58.161552
2020-09-21,197.190002,202.710007,196.380005,202.539993,39839700,199.453934,104.540001,110.190002,103.099998,110.080002,195713800,108.918114,132.210007,132.789993,129.110001,131.029999,2033400,126.663567,460.309998,475.859985,456.730011,475.640015,3913700,475.640015,74.230003,77.980003,73.879997,77.940002,61312000,77.940002,115.181641,115.391968,113.365204,114.961761,5555724,105.32843,62.459999,62.599998,60.029999,60.82,32560400,59.203106
2020-09-22,205.059998,208.100006,202.080002,207.419998,33517100,204.259613,112.68,112.860001,109.160004,111.809998,183055400,110.629852,131.410004,133.300003,130.449997,132.910004,1314000,128.480927,479.309998,487.200012,469.559998,486.779999,2629100,486.779999,78.360001,78.790001,75.269997,77.699997,56044700,77.699997,115.038239,116.108986,114.273422,115.210327,3093859,105.556175,60.380001,60.75,59.459999,60.619999,13306000,59.008427
2020-09-23,207.899994,208.100006,200.029999,200.589996,30803800,197.533646,111.620003,112.110001,106.769997,107.120003,150718700,105.989365,132.309998,132.919998,128.369995,128.720001,1616600,124.430534,486.880005,488,468.230011,470.390015,2671300,470.390015,77.389999,77.910004,74.339996,74.730003,42327500,74.730003,115.487572,116.242828,113.221794,113.60421,4120612,104.084648,60.110001,60.490002,58.900002,58.959999,15513500,57.392555
2020-09-24,199.850006,205.570007,199.199997,203.190002,31202500,200.09407,105.169998,110.25,105,108.220001,167743300,107.077736,128.25,131.339996,127.309998,130.800003,1940000,126.441208,466.929993,471.429993,460.269989,467.670013,2838800,467.670013,74.540001,77.25,73.900002,75.82,57540900,75.82,112.906311,114.263863,111.357552,112.896751,3709325,103.436462,58.740002,59.900002,58.290001,59.299999,9560500,57.723518
2020-09-25,203.550003,209.039993,202.539993,207.820007,29437300,204.653519,108.43,112.440002,107.669998,112.279999,149981400,111.094887,129.229996,134.940002,129.229996,134.539993,2310000,130.05658,469.230011,481.579987,466.01001,479.779999,2541100,479.779999,76.349998,78.199997,74.669998,78.059998,48206200,78.059998,112.428299,114.158699,111.797325,113.718925,3089570,104.189758,59.27,59.990002,58.959999,59.799999,9371900,58.210228
