date,MSFT.Open,MSFT.High,MSFT.Low,MSFT.Close,MSFT.Volume,MSFT.Adjusted,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,,
3/11/20,157.130005,157.699997,151.149994,153.630005,56371600,150.505188,69.347504,70.305,67.964996,68.857498,255598800,67.824486,,
3/12/20,145.300003,153.470001,138.580002,139.059998,93226400,136.231552,63.985001,67.5,62,62.057499,418474000,61.126499,,
3/13/20,147.5,161.910004,140.729996,158.830002,92727400,155.599426,66.222504,69.980003,63.237499,69.4925,370732000,68.449966,,
3/16/20,140,149.350006,135,135.419998,87905900,132.665588,60.487499,64.769997,60,60.552502,322423600,59.644089,,
3/17/20,140,147.5,135,146.570007,81059800,143.588791,61.877499,64.402496,59.599998,63.215,324056000,62.26664,,
3/18/20,138,146,135.020004,140.399994,81593200,137.544296,59.942501,62.5,59.279999,61.6675,300233600,60.742352,,
3/19/20,142.770004,150.149994,139,142.710007,85922700,139.807297,61.8475,63.209999,60.6525,61.195,271857200,60.276955,,
3/20/20,146,147.100006,135.860001,137.350006,84866200,134.55632,61.794998,62.9575,57,57.310001,401693200,56.450237,,
3/23/20,137.009995,140.570007,132.520004,135.979996,78975200,133.214188,57.02,57.125,53.1525,56.092499,336752800,55.250999,,
3/24/20,143.75,149.600006,141.270004,148.339996,82516700,145.322754,59.09,61.922501,58.575001,61.720001,287531200,60.794075,,
3/25/20,148.910004,154.330002,144.440002,146.919998,75638200,143.931641,62.6875,64.5625,61.075001,61.380001,303602000,60.459171,,
3/26/20,148.399994,156.660004,148.369995,156.110001,64568100,152.934738,61.630001,64.669998,61.59,64.610001,252087200,63.64072,,
3/27/20,151.75,154.889999,149.199997,149.699997,57042300,146.655106,63.1875,63.967499,61.762501,61.935001,204216800,61.00584,,
3/30/20,152.440002,160.600006,150.009995,160.229996,63420300,156.970947,62.685001,63.880001,62.349998,63.702499,167976400,62.746826,,
